id,width,length,height,weight
1362,204,227,202,750
1363,441,368,465,961
1364,339,67,33,752
1365,380,371,377,60
1366,15,290,496,362
1367,341,389,403,827
1368,435,127,289,576
1369,143,163,420,385
1370,81,296,23,201
1371,483,115,189,289
1372,87,403,133,349
1373,134,434,485,961
1374,352,238,451,825
1375,238,82,497,403
1376,14,461,398,382
1377,74,14,253,317
1378,328,374,420,121
1379,390,22,378,909
1380,117,51,38,361
1381,330,446,260,10
1382,155,205,159,593
1383,87,180,450,428
1384,312,276,239,675
1385,135,465,200,334
1386,426,51,466,222
1387,141,427,333,617
1388,332,439,95,43
1389,458,322,200,43
1390,357,214,82,285
1391,272,90,174,86
1392,251,217,445,389
1393,7,296,201,455
1394,375,276,46,50
1395,286,378,122,853
1396,342,168,369,162
1397,26,421,106,678
1398,146,241,458,72
1399,285,340,439,266
1400,238,254,369,258
1401,21,425,313,428
1402,197,90,165,102
1403,308,357,408,793
1404,188,150,458,535
1405,9,46,99,426
1406,208,62,288,176
1407,405,122,14,15
1408,355,437,442,265
1409,114,24,362,967
1410,7,250,385,761
1411,481,182,408,134
1412,66,457,192,391
1413,29,362,271,147
1414,118,435,314,335
1415,52,473,262,473
1416,182,19,38,321
1417,243,424,495,299
1418,82,61,180,104
1419,89,240,258,824
1420,44,438,257,862
1421,438,447,195,504
1422,274,467,355,452
1423,365,49,166,106
1424,275,62,307,955
1425,261,245,427,379
1426,158,364,122,877
1427,494,164,476,958
1428,207,440,320,413
1429,145,365,404,433
1430,21,163,46,871
1431,138,389,84,751
1432,155,15,65,948
1433,423,346,302,512
1434,52,41,237,645
1435,14,430,8,504
1436,138,343,428,90
1437,72,199,172,671
1438,144,338,167,785
1439,361,71,422,140
1440,356,358,411,443
1441,162,448,288,718
1442,239,43,449,641
1443,305,110,38,672
1444,167,476,457,711
1445,321,322,202,589
1446,337,492,488,796
1447,207,310,274,95
1448,312,256,467,324
1449,486,315,376,298
1450,147,212,166,992
1451,31,44,457,869
1452,3,6,89,393
1453,141,52,191,365
1454,36,300,220,179
1455,146,447,247,638
1456,305,157,309,594
1457,361,59,154,387
1458,311,148,404,234
1459,10,160,296,601
1460,283,481,199,508
1461,265,351,384,884
1462,70,59,310,670
1463,219,237,450,266
1464,313,13,491,900
1465,8,117,334,364
1466,245,141,174,57
1467,358,210,117,428
1468,471,91,419,315
1469,40,53,265,583
1470,235,348,393,804
1471,205,298,396,880
1472,442,12,185,955
1473,175,322,124,669
1474,224,244,95,585
1475,241,291,58,712
1476,324,77,379,140
1477,401,82,252,934
1478,452,470,51,44
1479,78,345,205,202
1480,294,239,338,896
1481,262,335,344,205
1482,387,72,86,833
1483,483,490,315,263
1484,407,432,279,730
1485,128,59,367,119
1486,355,262,106,134
1487,406,159,359,917
1488,147,320,370,305
1489,459,103,422,796
1490,234,413,99,563
1491,281,155,168,733
1492,353,73,301,82
1493,112,167,43,437
1494,340,134,105,23
1495,63,102,191,926
1496,130,479,481,546
1497,198,68,99,472
1498,378,265,447,556
1499,27,324,1,360
1500,261,54,7,322
1501,60,223,493,485
1502,93,71,285,486
1503,396,199,131,656
1504,415,215,299,395
1505,72,149,144,383
1506,18,302,385,849
1507,202,105,422,81
1508,141,335,374,436
1509,454,87,412,995
1510,37,111,170,287
1511,175,219,238,570
1512,102,291,72,40
1513,317,383,265,46
1514,209,64,237,964
1515,65,499,24,549
1516,71,403,139,450
1517,471,68,418,569
1518,4,387,361,615
1519,266,204,350,865
1520,395,134,89,972
1521,486,309,12,185
1522,373,315,160,323
1523,21,493,454,675
1524,282,22,402,368
1525,205,190,81,448
1526,94,380,29,273
1527,90,444,26,238
1528,49,150,469,352
1529,297,259,111,213
1530,107,34,80,365
1531,249,129,116,186
1532,222,26,427,890
1533,32,120,192,419
1534,47,315,78,591
1535,146,134,456,492
1536,340,62,74,678
1537,173,231,414,195
1538,417,407,5,695
1539,309,34,217,219
1540,74,495,386,279
1541,498,68,119,294
1542,152,217,298,577
1543,276,402,177,704
1544,160,306,433,370
1545,324,334,76,800
1546,427,115,178,210
1547,165,226,334,114
1548,95,296,382,331
1549,352,22,363,972
1550,100,352,141,124
1551,83,130,324,297
1552,29,362,438,76
1553,7,474,217,673
1554,50,400,310,862
1555,436,170,497,190
1556,496,63,143,832
1557,8,241,72,999
1558,117,214,391,629
1559,376,238,220,154
1560,17,316,424,300
1561,238,456,163,734
1562,374,431,436,225
1563,460,492,129,785
1564,367,443,376,596
1565,43,471,113,927
1566,151,419,452,226
1567,394,85,170,789
1568,293,162,184,447
1569,432,492,388,720
1570,125,405,111,839
1571,129,153,494,824
1572,312,136,120,421
1573,95,281,23,409
1574,404,33,31,230
1575,276,13,362,188
1576,120,276,364,960
1577,273,4,265,983
1578,393,300,114,339
1579,272,179,359,925
1580,141,267,126,269
1581,66,145,239,930
1582,339,186,250,138
1583,201,24,142,540
1584,218,337,113,627
1585,258,138,270,332
1586,335,252,331,25
1587,420,272,246,330
1588,242,335,350,599
1589,141,30,384,484
1590,381,326,208,74
1591,101,165,284,272
1592,94,159,421,857
1593,367,129,284,14
1594,157,259,107,336
1595,472,462,196,966
1596,137,327,158,752
1597,495,492,290,747
1598,329,57,80,920
1599,389,455,90,67
1600,165,378,390,446
1601,151,294,214,31
1602,185,352,291,557
1603,56,350,53,624
1604,274,404,412,812
1605,11,483,307,897
1606,429,75,76,972
1607,121,453,441,164
1608,468,380,68,705
1609,476,230,422,119
1610,222,78,477,683
1611,488,371,46,734
1612,423,108,426,840
1613,126,229,418,295
1614,133,203,70,23
1615,119,468,351,499
1616,372,42,210,545
1617,382,430,118,664
1618,90,79,423,403
1619,252,324,178,223
1620,228,23,6,976
1621,271,88,36,931
1622,163,185,337,249
1623,342,343,223,452
1624,266,264,499,254
1625,340,397,59,237
1626,414,403,286,694
1627,437,199,136,688
1628,114,459,361,542
1629,46,248,196,526
1630,148,426,367,790
1631,468,312,20,543
1632,272,459,334,187
1633,258,223,23,488
1634,197,387,146,183
1635,5,310,370,529
1636,316,83,227,435
1637,98,310,241,994
1638,201,65,371,582
1639,301,222,98,642
1640,116,496,48,960
1641,335,359,137,745
1642,370,115,490,867
1643,66,182,357,592
1644,489,494,44,456
1645,54,397,478,606
1646,315,464,170,303
1647,292,375,350,280
1648,80,351,413,525
1649,387,486,24,40
1650,306,471,35,701
1651,75,453,25,931
1652,300,54,38,56
1653,493,122,133,33
1654,445,240,116,294
1655,160,358,347,445
1656,401,237,364,538
1657,143,278,259,29
1658,338,219,164,930
1659,197,359,94,880
1660,63,126,9,761
1661,345,262,447,600
1662,233,84,65,772
1663,323,124,484,701
1664,290,488,348,945
1665,52,20,234,678
1666,62,213,112,21
1667,273,493,294,107
1668,470,319,397,70
1669,253,329,311,300
1670,19,207,383,770
1671,14,108,217,643
1672,302,32,38,643
1673,489,37,12,288
1674,158,280,131,596
1675,47,346,267,996
1676,209,449,291,199
1677,231,432,489,33
1678,485,192,30,920
1679,184,218,320,101
1680,12,496,142,226
1681,130,236,164,247
1682,80,92,245,947
1683,32,257,321,352
1684,471,390,398,701
1685,58,280,449,206
1686,271,388,282,275
1687,200,330,109,886
1688,175,73,80,236
1689,16,74,382,911
1690,440,66,72,371
1691,355,7,113,861
1692,152,192,306,10
1693,374,222,317,629
1694,254,288,165,815
1695,303,43,118,905
1696,262,495,101,286
1697,441,296,107,609
1698,400,362,97,898
1699,108,198,267,315
1700,433,119,114,853
1701,247,410,201,517
1702,337,494,398,412
1703,395,299,54,758
1704,146,414,13,960
1705,434,174,356,947
1706,245,91,259,925
1707,498,18,43,252
1708,39,456,70,421
1709,319,198,315,860
1710,476,247,359,194
1711,334,283,220,445
1712,372,316,141,996
1713,393,498,110,370
1714,68,348,340,737
1715,334,197,178,746
1716,135,100,61,387
1717,88,41,424,11
1718,24,418,64,91
1719,134,174,265,824
1720,379,421,296,671
1721,427,267,66,787
1722,18,121,239,872
1723,22,276,265,392
1724,384,264,261,752
1725,66,146,133,50
1726,246,483,340,246
1727,232,2,381,930
1728,453,448,309,115
1729,364,332,275,984
1730,362,401,185,653
1731,134,113,408,149
1732,234,96,350,964
1733,398,120,337,692
1734,316,41,41,854
1735,61,88,67,283
1736,50,203,93,86
1737,226,198,235,179
1738,454,152,127,659
1739,309,423,360,703
1740,111,95,440,971
1741,462,471,291,47
1742,52,284,212,610
1743,445,78,416,218
1744,368,106,136,253
1745,196,438,478,133
1746,395,113,293,841
1747,267,68,486,964
1748,188,355,31,145
1749,265,281,293,243
1750,452,458,296,565
1751,89,307,44,920
1752,92,119,134,452
1753,428,63,122,176
1754,190,225,96,17
1755,152,212,336,924
1756,129,357,30,564
1757,92,81,1,681
1758,92,256,300,243
1759,186,214,465,546
1760,367,380,415,982
1761,415,177,328,815
1762,158,249,357,703
1763,438,250,311,436
1764,418,342,52,839
1765,40,275,292,887
1766,101,481,165,640
1767,50,25,70,673
1768,239,139,46,544
1769,443,396,395,844
1770,84,65,462,709
1771,50,292,360,252
1772,145,138,185,733
1773,44,348,360,341
1774,342,76,335,171
1775,309,151,277,429
1776,146,487,335,471
1777,365,175,339,774
1778,115,335,65,750
1779,249,302,123,963
1780,472,256,330,791
1781,292,109,375,580
1782,254,166,221,901
1783,395,477,402,110
1784,418,24,256,94
1785,273,469,56,926
1786,394,213,391,705
1787,383,297,151,302
1788,158,92,457,566
1789,198,142,315,364
1790,16,308,298,809
1791,483,11,348,260
1792,445,315,2,529
1793,305,301,87,572
1794,400,353,5,353
1795,30,434,463,654
1796,464,6,37,706
1797,326,160,161,472
1798,361,57,93,956
1799,359,68,332,856
1800,285,264,449,452
1801,64,300,54,525
1802,53,468,441,356
1803,410,159,272,993
1804,76,24,186,643
1805,154,88,460,795
1806,490,158,80,340
1807,346,93,327,701
1808,18,61,174,762
1809,394,277,199,835
1810,152,387,283,326
1811,383,399,423,650
1812,354,87,163,775
1813,150,384,297,296
1814,340,287,324,275
1815,463,114,243,994
1816,222,126,228,615
1817,143,172,137,670
1818,54,446,408,518
1819,30,298,351,828
1820,472,271,304,874
1821,262,342,107,26
1822,115,129,267,987
1823,69,357,191,944
1824,132,484,409,819
1825,133,266,214,646
1826,148,278,304,967
1827,381,101,155,294
1828,220,230,26,557
1829,340,416,412,351
1830,132,228,249,856
1831,210,304,345,211
1832,271,314,372,589
1833,27,286,58,237
1834,298,355,257,203
1835,228,452,248,717
1836,127,295,180,126
1837,487,441,380,760
1838,422,344,362,621
1839,219,3,144,446
1840,79,87,168,850
1841,267,478,9,157
1842,280,448,34,697
1843,69,452,446,229
1844,107,61,26,967
1845,400,127,316,908
1846,280,301,388,290
1847,286,62,264,742
1848,258,488,453,785
1849,69,20,182,541
1850,156,290,447,473
1851,372,39,200,276
1852,254,475,77,272
1853,78,281,112,139
1854,148,139,228,490
1855,401,342,65,38
1856,430,84,76,492
1857,157,125,238,737
1858,465,126,192,677
1859,160,223,171,133
1860,97,300,308,743
1861,167,373,242,392
1862,347,4,264,820
1863,213,326,338,177
1864,436,420,437,308
1865,194,479,285,786
1866,397,214,286,882
1867,168,223,202,174
1868,158,181,189,108
1869,201,196,473,367
1870,298,142,283,20
1871,92,204,234,760
1872,369,451,10,230
1873,346,31,202,484
1874,177,7,461,923
1875,101,112,420,814
1876,251,333,333,880
1877,346,89,133,50
1878,277,462,113,796
1879,65,384,64,985
1880,207,138,343,155
1881,209,11,481,697
1882,53,121,92,513
1883,2,388,225,957
1884,96,488,82,360
1885,224,21,497,849
1886,111,210,430,509
1887,363,416,305,919
1888,41,392,12,859
1889,107,338,429,160
1890,143,328,91,135
1891,296,362,277,612
1892,369,7,147,160
1893,327,179,339,124
1894,329,350,266,67
1895,393,25,387,641
1896,6,348,229,424
1897,90,270,26,48
1898,79,41,361,686
1899,274,124,18,623
1900,266,89,265,212
1901,479,208,413,466
1902,453,436,235,792
1903,237,87,58,219
1904,336,449,89,321
1905,99,491,292,406
1906,273,52,413,115
1907,275,91,432,414
1908,19,297,167,760
1909,361,147,137,65
1910,414,445,495,9
1911,211,404,93,919
1912,321,241,447,653
1913,198,172,332,272
1914,63,200,360,264
1915,383,248,107,762
1916,76,138,83,561
1917,85,298,248,787
1918,316,436,291,757
1919,465,238,34,511
1920,22,476,316,729
1921,215,385,155,103
1922,337,9,373,647
1923,261,31,479,28
1924,171,329,151,592
1925,33,365,136,999
1926,322,82,287,983
1927,355,102,350,507
1928,217,55,273,116
1929,215,174,284,428
1930,265,286,445,565
1931,164,119,170,85
1932,105,179,192,287
1933,81,249,97,524
1934,328,228,310,540
1935,90,291,429,524
1936,99,441,469,815
1937,98,494,230,543
1938,17,478,454,729
1939,120,100,80,833
1940,440,102,237,204
1941,226,110,468,453
1942,70,81,166,368
1943,305,451,375,645
1944,382,94,268,683
1945,125,471,101,969
1946,452,91,184,973
1947,426,465,218,481
1948,346,369,329,45
1949,299,411,231,316
1950,86,10,78,988
1951,80,473,278,662
1952,493,201,143,575
1953,371,277,412,243
1954,1,363,136,452
1955,432,202,163,703
1956,313,106,264,704
1957,391,335,307,884
1958,81,321,65,855
1959,187,298,297,498
1960,33,38,34,698
1961,404,226,80,949
1962,342,223,250,828
1963,150,55,73,598
1964,300,465,473,509
1965,101,214,239,96
1966,183,12,461,895
1967,247,62,380,309
1968,462,320,6,551
1969,89,66,372,974
1970,118,111,86,103
1971,267,203,160,447
1972,58,225,283,263
1973,198,393,85,655
1974,367,430,331,57
1975,81,248,60,306
1976,302,57,484,490
1977,421,259,136,366
1978,480,455,91,859
1979,56,238,430,178
1980,353,466,390,343
1981,293,46,345,999
1982,313,78,228,700
1983,356,409,138,795
1984,382,181,429,515
1985,218,207,303,961
1986,408,237,75,445
1987,204,418,309,50
1988,151,429,273,318
1989,331,172,298,917
1990,126,433,398,87
1991,65,109,178,958
1992,492,215,289,288
1993,55,208,445,824
1994,98,241,19,788
1995,364,437,89,812
1996,295,330,385,140
1997,270,136,215,535
1998,171,229,377,765
1999,103,473,364,728
2000,462,135,482,814
2001,53,172,356,190
2002,254,174,44,1
2003,241,297,19,545
2004,241,305,403,792
2005,414,426,99,641
2006,54,463,71,736
2007,86,142,322,762
2008,397,217,108,165
2009,236,497,96,693
2010,181,326,470,25
2011,432,257,181,433
2012,170,75,368,776
2013,341,359,340,503
2014,222,170,240,266
2015,79,465,451,835
2016,491,208,132,540
2017,354,127,264,538
2018,246,54,323,26
2019,63,267,90,947
2020,355,359,234,165
2021,272,58,483,994
2022,38,380,60,204
2023,418,54,87,324
2024,58,149,451,697
2025,368,487,165,792
2026,352,247,90,172
2027,11,154,323,775
2028,156,15,485,197
2029,472,174,293,300
2030,456,394,299,998
2031,468,472,341,952
2032,217,159,49,370
2033,233,165,16,498
2034,6,33,331,316
2035,8,322,24,907
2036,133,365,70,338
2037,338,375,459,401
2038,424,285,120,108
2039,484,3,483,321
2040,170,327,229,71
2041,421,443,42,231
2042,2,81,96,892
2043,377,38,266,178
2044,298,468,236,519
2045,322,437,51,771
2046,478,50,388,325
2047,219,254,335,226
2048,476,338,381,16
2049,352,259,136,397
2050,191,115,395,233
2051,141,377,57,313
2052,60,127,61,243
2053,53,136,120,931
2054,296,114,270,171
2055,178,495,492,44
2056,134,445,52,281
2057,51,174,368,357
2058,372,23,76,220
2059,311,214,425,281
2060,256,35,451,650
2061,204,427,183,172
2062,35,309,336,57
2063,166,47,476,731
2064,127,171,449,241
2065,347,204,146,539
2066,475,405,492,828
2067,437,124,224,104
2068,435,493,399,339
2069,389,314,243,60
2070,268,129,38,638
2071,272,195,252,829
2072,400,191,222,34
2073,183,42,160,335
2074,76,384,39,540
2075,334,173,375,990
2076,247,151,107,219
2077,273,341,239,641
2078,385,372,73,290
2079,157,393,134,427
2080,363,7,297,788
2081,116,104,168,858
2082,341,466,170,371
2083,100,45,96,622
2084,118,393,134,981
2085,25,398,94,940
2086,135,468,462,360
2087,478,375,181,946
2088,225,38,203,70
2089,294,143,170,769
2090,265,58,210,786
2091,301,78,115,375
2092,43,405,323,574
2093,295,9,50,945
2094,314,463,373,602
2095,217,366,457,986
2096,140,371,160,405
2097,419,23,458,702
2098,264,119,196,813
2099,495,113,183,690
2100,500,99,20,416
2101,425,52,32,911
2102,310,253,116,657
2103,460,261,108,212
2104,417,152,128,310
2105,324,492,16,223
2106,20,175,40,171
2107,425,372,447,357
2108,130,366,472,587
2109,382,424,54,257
2110,7,127,184,987
2111,179,103,44,696
2112,281,244,96,417
2113,112,381,23,536
2114,164,178,231,978
2115,272,42,366,825
2116,314,497,141,509
2117,194,141,168,843
2118,213,186,301,485
2119,64,411,380,427
2120,332,292,17,697
2121,234,255,38,290
2122,130,404,454,29
2123,213,449,32,752
2124,372,9,296,726
2125,461,163,337,844
2126,385,437,332,903
2127,104,210,422,754
2128,454,28,27,46
2129,191,82,253,806
2130,21,84,451,275
2131,498,432,299,494
2132,297,360,97,54
2133,154,234,318,582
2134,160,362,5,369
2135,113,485,113,366
2136,315,48,233,290
2137,395,121,418,486
2138,60,369,195,720
2139,179,257,451,966
2140,178,145,205,896
2141,84,383,401,327
2142,336,232,313,665
2143,474,135,429,683
2144,8,50,34,778
2145,273,239,277,1000
2146,226,59,89,892
2147,257,238,295,722
2148,374,486,40,767
2149,193,420,457,413
2150,334,276,97,483
2151,45,346,394,406
2152,444,382,116,408
2153,320,293,132,546
2154,80,284,139,504
2155,147,299,24,594
2156,33,206,459,842
2157,36,110,223,230
2158,189,283,52,245
2159,438,159,340,871
2160,308,190,182,460
2161,312,71,424,62
2162,138,211,284,325
2163,491,294,476,746
2164,22,416,68,626
2165,416,494,113,465
2166,143,410,331,258
2167,64,59,323,869
2168,1,214,461,953
2169,370,168,490,75
2170,232,296,351,306
2171,312,230,259,780
2172,202,256,173,160
2173,123,333,449,732
2174,385,23,275,759
2175,166,340,308,836
2176,455,363,101,340
2177,18,369,205,342
2178,45,411,341,171
2179,486,377,444,802
2180,356,252,482,753
2181,321,144,280,966
2182,108,286,312,874
2183,264,378,456,743
2184,407,411,266,276
2185,79,160,336,777
2186,334,91,133,305
2187,424,305,135,971
2188,119,397,59,423
2189,271,269,149,780
2190,318,282,418,934
2191,76,57,39,450
2192,354,356,384,285
2193,90,387,167,626
2194,487,304,254,65
2195,40,39,413,976
2196,218,319,409,487
2197,330,150,144,185
2198,165,242,259,945
2199,340,314,334,574
2200,212,197,320,455
2201,245,158,348,131
2202,477,75,377,481
2203,59,83,259,132
2204,487,369,328,379
2205,92,374,164,816
2206,388,466,220,658
2207,424,41,41,802
2208,173,358,464,266
2209,467,408,45,110
2210,397,459,374,889
2211,127,37,234,427
2212,110,264,60,331
2213,210,371,37,615
2214,50,75,363,447
2215,291,158,324,530
2216,225,150,358,872
2217,339,485,141,431
2218,288,496,90,778
2219,2,139,254,355
2220,298,272,280,997
2221,180,64,140,670
2222,341,10,36,744
2223,49,220,341,17
2224,374,139,178,32
2225,147,142,352,880
2226,242,144,141,140
2227,344,406,258,157
2228,407,247,172,586
2229,311,86,17,742
2230,169,277,417,267
2231,52,9,383,536
2232,58,118,60,427
2233,319,13,81,279
2234,47,3,379,759
2235,27,487,93,486
2236,2,102,362,625
2237,488,154,130,469
2238,291,463,177,146
2239,159,403,115,94
2240,222,12,256,785
2241,405,192,479,207
2242,419,150,369,679
2243,96,450,491,406
2244,105,285,493,327
2245,85,104,20,583
2246,332,300,205,525
2247,26,409,239,219
2248,341,204,428,483
2249,381,166,201,260
2250,169,62,291,130
2251,181,189,80,791
2252,371,339,70,896
2253,222,131,423,270
2254,223,411,9,728
2255,293,409,336,136
2256,355,38,353,15
2257,355,156,357,307
2258,270,468,419,108
2259,421,405,49,529
2260,11,266,307,442
2261,281,494,131,743
2262,113,427,159,19
2263,247,407,83,719
2264,221,123,290,427
2265,58,92,311,642
2266,484,223,379,40
2267,21,147,380,413
2268,226,72,408,177
2269,484,384,119,305
2270,273,42,92,964
2271,438,275,284,131
2272,434,344,405,169
2273,204,254,54,788
2274,266,55,123,191
2275,177,154,18,925
2276,387,473,232,759
2277,126,487,148,330
2278,232,147,197,490
2279,130,330,182,826
2280,463,56,432,895
2281,182,117,64,997
2282,74,440,251,188
2283,252,449,472,945
2284,213,58,268,60
2285,21,402,264,617
2286,337,333,301,564
2287,161,317,227,949
2288,338,334,130,745
2289,256,85,202,850
2290,133,301,160,191
2291,451,230,124,519
2292,57,170,206,724
2293,20,351,48,78
2294,428,173,388,724
2295,201,464,471,525
2296,72,489,462,432
2297,497,424,117,900
2298,444,219,357,56
2299,189,214,225,661
2300,161,32,400,680
2301,245,257,226,128
2302,358,131,25,916
2303,230,356,401,112
2304,373,414,212,733
2305,35,232,185,496
2306,263,28,340,101
2307,83,339,494,594
2308,24,130,418,528
2309,402,235,434,677
2310,368,463,165,734
2311,463,325,190,367
2312,159,36,416,414
2313,21,323,411,877
2314,325,327,257,500
2315,438,318,102,919
2316,299,380,156,456
2317,39,247,466,516
2318,287,287,42,342
2319,435,174,83,779
2320,188,30,21,976
2321,69,106,31,691
2322,216,360,100,727
2323,26,31,497,589
2324,481,208,205,914
2325,4,272,158,67
2326,324,373,201,497
2327,386,270,128,363
2328,120,363,70,562
2329,64,162,476,74
2330,22,289,171,564
2331,349,419,65,865
2332,18,339,59,358
2333,317,157,365,709
2334,117,267,84,250
2335,428,410,458,233
2336,183,111,119,59
2337,16,262,29,47
2338,347,25,322,146
2339,67,139,114,31
2340,257,86,485,848
2341,200,255,66,424
2342,184,163,393,939
2343,56,353,213,398
2344,134,5,77,399
2345,457,74,47,1
2346,333,188,87,251
2347,436,211,241,21
2348,228,58,98,694
2349,435,224,162,701
2350,85,56,85,304
2351,339,190,231,19
2352,145,303,256,786
2353,182,362,122,626
2354,319,52,32,999
2355,357,61,188,599
2356,416,189,82,904
2357,142,269,440,335
2358,447,277,229,801
2359,240,270,63,743
2360,455,32,306,370
2361,297,412,62,614
2362,445,240,426,800
2363,297,144,351,66
2364,422,120,197,740
2365,9,284,82,899
2366,94,366,107,538
2367,359,31,131,965
2368,496,498,371,561
2369,33,284,151,238
2370,85,65,401,710
2371,429,51,14,889
2372,331,378,126,864
2373,181,178,154,665
2374,55,453,170,459
2375,163,359,489,616
2376,8,5,355,961
2377,422,214,68,389
2378,466,197,195,100
2379,158,95,250,96
2380,300,51,6,391
2381,63,275,148,502
2382,15,344,207,894
2383,257,319,380,959
2384,144,290,308,902
2385,120,352,369,661
2386,435,42,267,886
2387,386,124,167,564
2388,131,297,469,686
2389,287,361,163,278
2390,462,58,345,21
2391,96,368,222,990
2392,417,148,135,163
2393,168,128,54,680
2394,189,177,252,877
2395,180,158,129,784
2396,265,170,57,344
2397,311,42,13,478
2398,40,111,483,102
2399,216,237,413,232
2400,191,131,161,63
2401,313,108,150,924
2402,237,254,237,752
2403,388,385,193,165
2404,403,49,342,754
2405,239,481,143,153
2406,406,212,378,792
2407,433,181,479,821
2408,11,109,146,490
2409,120,148,220,346
2410,416,8,406,584
2411,244,444,16,540
2412,3,218,476,552
2413,295,347,166,819
2414,284,373,132,919
2415,1,331,478,536
2416,253,187,429,413
2417,25,231,134,786
2418,243,287,260,734
2419,4,119,407,286
2420,302,391,230,31
2421,190,200,118,975
2422,231,124,124,48
2423,355,413,89,249
2424,14,135,186,593
2425,439,288,131,849
2426,159,264,342,740
2427,263,413,145,549
2428,105,411,138,804
2429,349,37,161,497
2430,447,236,176,411
2431,480,51,164,722
2432,282,160,131,106
2433,101,226,71,709
2434,143,235,55,320
2435,234,213,483,393
2436,101,319,403,891
2437,284,315,478,133
2438,402,445,472,684
2439,336,304,46,911
2440,418,425,457,566
2441,166,481,124,71
2442,411,345,370,319
2443,472,131,434,851
2444,394,489,90,765
2445,441,238,54,103
2446,89,49,452,412
2447,238,77,276,37
2448,397,439,160,631
2449,498,355,405,866
2450,278,176,398,940
2451,88,112,359,561
2452,1,7,344,167
2453,68,347,147,400
2454,287,66,228,587
2455,216,353,125,439
2456,66,89,423,7
2457,160,220,118,816
2458,241,280,211,17
2459,467,197,6,925
2460,42,305,178,823
2461,331,317,74,786
2462,420,138,500,840
2463,416,102,251,569
2464,170,56,123,543
2465,436,126,221,795
2466,414,327,66,513
2467,147,338,314,552
2468,292,458,457,953
2469,145,400,192,615
2470,239,123,339,201
2471,87,172,203,323
2472,361,212,7,137
2473,173,488,183,720
2474,405,338,58,92
2475,223,292,341,338
2476,242,423,16,860
2477,31,389,315,587
2478,389,216,235,224
2479,99,169,175,157
2480,409,341,322,423
2481,500,323,16,662
2482,450,139,278,208
2483,235,332,424,243
2484,196,253,364,693
2485,214,179,170,581
2486,474,361,337,971
2487,226,459,77,230
2488,321,118,487,737
2489,46,446,200,334
2490,466,249,104,316
2491,127,77,405,402
2492,290,239,452,989
2493,198,391,435,727
2494,379,366,393,826
2495,369,458,178,250
2496,66,427,269,367
2497,460,355,171,336
2498,477,473,475,820
2499,60,497,70,374
2500,159,406,180,266
2501,71,309,22,993
2502,364,419,228,667
2503,495,125,145,462
2504,489,497,215,755
2505,128,349,297,588
2506,347,268,11,746
2507,11,396,154,179
2508,426,116,155,410
2509,398,383,403,523
2510,343,190,205,585
2511,21,321,444,360
2512,338,108,90,655
2513,470,21,134,864
2514,301,125,484,355
2515,259,4,303,982
2516,183,127,43,203
2517,326,86,344,978
2518,225,461,292,781
2519,475,293,127,438
2520,132,294,37,946
2521,336,327,448,12
2522,345,201,201,914
2523,450,307,181,932
2524,108,302,8,262
2525,62,6,104,30
2526,82,282,488,710
2527,54,194,258,224
2528,348,206,307,761
2529,480,474,29,161
2530,379,433,185,838
2531,104,269,448,371
2532,171,263,288,159
2533,121,378,481,821
2534,24,49,182,211
2535,360,116,449,856
2536,205,492,90,98
2537,480,207,48,443
2538,455,31,313,800
2539,358,470,49,43
2540,366,194,342,354
2541,63,264,280,163
2542,347,232,422,539
2543,382,228,256,277
2544,80,390,237,938
2545,134,222,354,692
2546,453,91,181,46
2547,444,126,305,701
2548,139,6,450,855
2549,237,95,388,745
2550,396,233,487,726
2551,354,394,121,435
2552,156,430,145,767
2553,462,450,63,63
2554,484,469,141,816
2555,195,369,76,270
2556,133,288,60,658
2557,48,356,125,202
2558,178,255,381,840
2559,320,464,271,44
2560,171,110,97,562
2561,97,307,190,302
2562,210,128,273,523
2563,270,134,217,332
2564,1,44,232,110
2565,442,311,222,829
2566,168,286,227,498
2567,391,148,363,51
2568,51,290,99,969
2569,331,135,202,43
2570,405,270,72,614
2571,170,199,495,607
2572,469,350,152,413
2573,1,247,461,824
2574,481,202,157,102
2575,258,100,223,208
2576,242,386,237,50
2577,246,122,257,736
2578,190,298,11,913
2579,467,496,361,732
2580,88,101,88,742
2581,38,385,232,217
2582,325,68,292,853
2583,198,291,121,457
2584,154,446,31,816
2585,383,488,398,657
2586,248,286,124,717
2587,308,327,15,871
2588,138,353,290,482
2589,239,475,413,188
2590,236,80,480,508
2591,388,418,51,436
2592,103,147,477,915
2593,270,199,257,608
2594,436,480,456,268
2595,308,196,375,6
2596,309,193,44,509
2597,490,247,320,43
2598,170,325,246,715
2599,424,6,277,253
2600,75,109,191,104
2601,378,187,486,157
2602,140,357,229,242
2603,289,250,327,642
2604,491,201,89,307
2605,299,303,136,695
2606,417,7,454,403
2607,456,168,76,912
2608,21,83,300,375
2609,153,220,30,903
2610,400,146,292,142
2611,232,498,271,208
2612,102,327,303,757
2613,93,192,189,848
2614,72,229,125,395
2615,138,5,46,556
2616,385,135,29,660
2617,266,474,444,48
2618,489,451,251,6
2619,472,231,345,298
2620,371,339,435,483
2621,143,233,111,40
2622,21,319,201,849
2623,211,97,413,932
2624,29,211,297,892
2625,125,87,133,289
2626,140,335,398,861
2627,167,336,372,468
2628,286,128,97,536
2629,415,239,267,943
2630,187,219,159,346
2631,410,419,274,139
2632,80,250,51,272
